label,V,sigma,m0,a,ell,r,Pi,L,Npts,rho_min,rho_max,rho_pos_fraction,p1_min,p1_max,p2_min,p2_max,p3_min,p3_max,anisotropy_max,anisotropy_median,isotropic_fraction,gtt_min,gtt_max,BM_timelike_fraction,BM_spacelike_fraction,BM_class_assignment,HE_TypeI_like_fraction
canonical_anchor,1.5,10.0,3.0,0.05000000000000001,4.0,9.0,0.25,12.0,65,0.03689951566998131,290.55889888215034,1.0,-8.097807353469033,72.63898798831703,0.01832645651124346,72.64009308592141,0.018342554744601867,72.64009308592142,1.2683521310475294,0.4894390694356363,6.716954264258415e-06,-0.9999999996454192,345.06526398258706,3.6413290851160674e-06,0.9999963586709149,III (extreme superluminal),0.9999596982744144
V0.38_r5.25,0.38,4.0,3.0,0.05000000000000001,2.0,5.25,0.25,12.0,65,0.0008973512786488365,6.948161555365464,1.0,-0.22366414302600063,1.7369629821962442,0.0004582025157176361,1.7370790918113084,0.0004582681166868301,1.7370790918113086,1.5016730098814457,0.49893754572674415,6.716954264258415e-06,-0.9999999996193266,6.788517807922616,3.6413290851160674e-06,0.9999963586709149,III (extreme superluminal),0.9999596982744144
V1.50_r5.25,1.5,4.0,3.0,0.05000000000000001,2.0,5.25,0.25,12.0,65,0.013982274078666883,108.264290163243,1.0,-3.4850714806682923,27.06486641233763,0.007139582135445513,27.06667559955295,0.007140604311237987,27.06667559955295,1.501673009881449,0.49893754572504834,6.716954264258415e-06,-0.9999999940684543,120.35848384920972,3.6413290851160674e-06,0.9999963586709149,III (extreme superluminal),0.9999596982744144
V0.38_r6.50,0.38,4.0,3.0,0.05000000000000001,2.0,6.5,0.25,12.0,65,0.000947050091192717,6.941001465754209,1.0,-0.22324098357763736,1.735173106012842,0.0004707028097128727,1.7352889963288776,0.00047076192542425577,1.7352889963288785,1.500072790138792,0.4902244102511248,6.716954264258415e-06,-0.9999999999996004,6.784974275424834,3.6413290851160674e-06,0.9999963586709149,III (extreme superluminal),0.9999596982744144
V0.38_r7.75,0.38,4.0,3.0,0.05000000000000001,2.0,7.75,0.25,12.0,65,0.0009501881433518326,6.940633078193996,1.0,-0.22322280959325896,1.7350810129435636,0.0004712624811481033,1.7351968975284882,0.0004713212812667028,1.7351968975284882,1.500023308031976,0.48966857591836194,6.716954264258415e-06,-0.9999999999999999,6.784719090508424,3.6413290851160674e-06,0.9999963586709149,III (extreme superluminal),0.9999596982744144
V0.38_r9.00,0.38,4.0,3.0,0.05000000000000001,2.0,9.0,0.25,12.0,65,0.0009502760946970907,6.940626143947388,1.0,-0.223222501137027,1.7350792794268004,0.00047127191770811517,1.7351951639443925,0.0004713307112611213,1.7351951639443934,1.5000226931938812,0.48965450814582473,6.716954264258415e-06,-1.0,6.784713632151461,3.6413290851160674e-06,0.9999963586709149,III (extreme superluminal),0.9999596982744144
V1.50_r6.50,1.5,4.0,3.0,0.05000000000000001,2.0,6.5,0.25,12.0,65,0.014756666933401295,108.15272366999284,1.0,-3.478477929706953,27.036977067374586,0.007334358184529979,27.038782837534434,0.007335279308843191,27.038782837534434,1.5000727901387942,0.4902244102506962,6.716954264258415e-06,-0.9999999999937736,120.30326952704895,3.6413290851160674e-06,0.9999963586709149,III (extreme superluminal),0.9999596982744144
V1.50_r7.75,1.5,4.0,3.0,0.05000000000000001,4.0,7.75,0.25,12.0,65,0.014819005619362214,108.14882319231023,1.0,-3.4773230898678342,27.0369218145946,0.0073471660185856855,27.037347789539396,0.007353653735212109,27.037347789539396,1.499239226870269,0.4895961024663218,6.716954264258415e-06,-0.9999999999999997,120.29929330778357,3.6413290851160674e-06,0.9999963586709149,III (extreme superluminal),0.9999596982744144
